Year,Week,Payer,Group_EM,Group_EM2,Payment Amount*,Expected Payments,Missed Revenue (RF),% Error (RF),Performance Diagnostic (RF)
2025,7,17-AETNA,New E/M Code,New Level 4,5682.23,3658.7227974068483,2023.5072025931513,55.306381888984035,Over Performed
2025,7,18-CIGNA,Existing E/M Code,Existing Level 4,537.67,598.8032139029076,-61.13321390290764,-10.20923276354025,Under Performed
2025,7,18-CIGNA,New E/M Code,New Level 4,2523.27,2789.937561262364,-266.66756126236396,-9.558191013482926,Under Performed
2025,7,2-BCBS,Existing E/M Code,Existing Level 3,148.92999999999998,45.043734088119095,103.88626591188088,230.6342225283723,Over Performed
2025,7,2-BCBS,Existing E/M Code,Existing Level 4,5483.280000000001,5339.930398527854,143.3496014721468,2.684484455296764,Over Performed
2025,7,2-BCBS,New E/M Code,New Level 3,150.0,113.05400932071541,36.94599067928459,32.67994731126692,Over Performed
2025,7,2-BCBS,New E/M Code,New Level 4,11653.689999999999,11040.989084663437,612.7009153365616,5.549329961639379,Over Performed
2025,7,20-WORK COMP,Existing E/M Code,Existing Level 4,141.91,103.04761786205052,38.86238213794948,37.71303300768623,Over Performed
2025,7,3-MEDICARE,Existing E/M Code,Existing Level 4,607.68,572.4553418979242,35.22465810207575,6.153258695305657,Over Performed
2025,7,4-MEDICAID,Existing E/M Code,Existing Level 3,42.85,-323.7208420241786,366.5708420241786,-113.23671337689143,Under Performed
2025,7,4-MEDICAID,Existing E/M Code,Existing Level 4,1521.88,1864.6825710352582,-342.8025710352581,-18.383963917512062,Under Performed
2025,7,4-MEDICAID,New E/M Code,New Level 4,2283.36,2766.1845868205833,-482.82458682058314,-17.454532467608587,Under Performed
2025,7,5-COMMERCIAL,Existing E/M Code,Existing Level 4,178.28000000000003,217.67778491337947,-39.39778491337944,-18.09912983497926,Under Performed
2025,7,5-COMMERCIAL,New E/M Code,New Level 4,249.82,367.53389234068595,-117.71389234068596,-32.02803735759176,Under Performed
2025,7,9-EPS,Non E/M Code,Non E/M Code,775.0,853.7128082506945,-78.71280825069448,-9.22005708359717,Under Performed
2025,8,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,135.0,471.0744267087275,-336.0744267087275,-71.34210809463606,Under Performed
2025,8,1-SELF PAY,New E/M Code,New Level 4,3246.0,2240.8028418717886,1005.1971581282114,44.85879522040188,Over Performed
2025,8,1-SELF PAY,New E/M Code,New PCP E/M Code,480.0,624.7115552613498,-144.71155526134976,-23.164539545104027,Under Performed
2025,8,1-SELF PAY,Non E/M Code,Non E/M Code,835.0,819.1447643139704,15.855235686029573,1.9355840843722236,Average Performance
2025,8,12-HUMANA,Existing E/M Code,Existing Level 4,238.82,101.47361707567495,137.34638292432504,135.35181545947813,Over Performed
2025,8,12-HUMANA,New E/M Code,New Level 4,245.66,97.04337428792576,148.61662571207424,153.1445364534952,Over Performed
2025,8,13-TRICARE,New E/M Code,New Level 4,231.71,191.1360527381737,40.573947261826305,21.227783393333034,Over Performed
2025,8,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,1216.1799999999998,1558.2694447851554,-342.0894447851556,-21.95316387226734,Under Performed
2025,8,15-UNITED HEALTHCARE,New E/M Code,New Level 4,2759.0699999999997,2932.7030923652605,-173.63309236526084,-5.920582032912975,Under Performed
2025,8,15-UNITED HEALTHCARE,Non E/M Code,Non E/M Code,318.91999999999996,251.8586814095819,67.06131859041807,26.62656622161873,Over Performed
2025,8,17-AETNA,Existing E/M Code,Existing Level 4,1063.3,1060.6320404145706,2.667959585429344,0.2515443135572743,Average Performance
2025,8,17-AETNA,New E/M Code,New Level 4,2219.5,1828.173939411422,391.326060588578,21.40529695519918,Over Performed
2025,8,18-CIGNA,Existing E/M Code,Existing Level 4,1477.23,1906.5247609727144,-429.29476097271436,-22.517135353316206,Under Performed
2025,8,18-CIGNA,New E/M Code,New Level 4,1587.49,1862.665272358614,-275.17527235861394,-14.773200340508371,Under Performed
2025,8,18-CIGNA,New E/M Code,New PCP E/M Code,130.84,106.0517626501279,24.788237349872105,23.373715561569885,Over Performed
2025,8,2-BCBS,Existing E/M Code,Existing Level 4,6658.89,6672.018551374414,-13.128551374413291,-0.19677030681680063,Average Performance
2025,8,2-BCBS,New E/M Code,New Level 4,8652.67,8228.462564994468,424.2074350055318,5.1553668945423095,Over Performed
2025,8,20-WORK COMP,Existing E/M Code,Existing Level 4,150.26,140.8830458312766,9.376954168723387,6.655842875482229,Over Performed
2025,8,20-WORK COMP,New E/M Code,New Level 4,195.88,251.63915625554523,-55.759156255545236,-22.158378324445085,Under Performed
2025,8,3-MEDICARE,Existing E/M Code,Existing Level 4,79.74,-183.23304011452262,262.97304011452263,-143.5183523398191,Under Performed
2025,8,3-MEDICARE,New E/M Code,New Level 4,215.39999999999998,272.51857531603935,-57.11857531603937,-20.959516337482334,Under Performed
2025,8,4-MEDICAID,Existing E/M Code,Existing Level 4,1121.3500000000001,1331.3829867076752,-210.03298670767504,-15.775549845882994,Under Performed
2025,8,4-MEDICAID,New E/M Code,New Level 4,1866.6699999999998,1948.1312386715763,-81.46123867157644,-4.1815067206213765,Under Performed
2025,8,5-COMMERCIAL,New E/M Code,New Level 4,864.0,1216.259639912311,-352.25963991231106,-28.962536316481568,Under Performed
2025,8,9-EPS,Non E/M Code,Non E/M Code,570.0,750.2072351784734,-180.2072351784734,-24.020994030483102,Under Performed
2025,9,1-SELF PAY,Existing E/M Code,Existing Level 4,646.0,760.6793453629155,-114.67934536291546,-15.075911560107189,Under Performed
2025,9,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,35.0,367.91546869143167,-332.91546869143167,-90.48694524193701,Under Performed
2025,9,1-SELF PAY,New E/M Code,New Level 3,149.0,582.3717025437129,-433.3717025437129,-74.41496567412355,Under Performed
2025,9,1-SELF PAY,New E/M Code,New Level 4,2971.0,2136.2920834933952,834.7079165066048,39.07274304652383,Over Performed
2025,9,1-SELF PAY,New E/M Code,New PCP E/M Code,685.0,761.600556100093,-76.60055610009294,-10.057838782621078,Under Performed
2025,9,1-SELF PAY,Non E/M Code,Non E/M Code,1770.0,1330.2683410513873,439.7316589486127,33.05586139117372,Over Performed
2025,9,12-HUMANA,Existing E/M Code,Existing Level 4,354.97,329.3565054689084,25.613494531091646,7.776829698452575,Over Performed
2025,9,12-HUMANA,New E/M Code,New Level 4,331.19000000000005,264.25033704323494,66.93966295676512,25.331912044378164,Over Performed
2025,9,13-TRICARE,New E/M Code,New Level 4,341.44,272.7371380006314,68.70286199936862,25.190138205237595,Over Performed
2025,9,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,2454.22,2553.9449157073623,-99.72491570736247,-3.904740274311743,Under Performed
2025,9,15-UNITED HEALTHCARE,New E/M Code,New Level 4,3268.6400000000003,3770.049375110414,-501.40937511041375,-13.299809239122467,Under Performed
2025,9,17-AETNA,Existing E/M Code,Existing Level 4,2856.7,2356.96509299645,499.7349070035498,21.20247382909809,Over Performed
2025,9,17-AETNA,New E/M Code,New Level 4,2315.5400000000004,1990.9544785307844,324.585521469216,16.303010690065722,Over Performed
2025,9,18-CIGNA,Existing E/M Code,Existing Level 4,458.54,423.4279274561534,35.11207254384664,8.292337436217535,Over Performed
2025,9,18-CIGNA,New E/M Code,New Level 4,1039.16,1243.5724744812621,-204.41247448126205,-16.437520022026035,Under Performed
2025,9,2-BCBS,Existing E/M Code,Existing Level 4,3508.57,3710.2741330060253,-201.70413300602513,-5.436367388913297,Under Performed
2025,9,2-BCBS,New E/M Code,New Level 4,6762.48,6290.311064218883,472.1689357811165,7.506289131978712,Over Performed
2025,9,20-WORK COMP,Existing E/M Code,Existing Level 4,150.26,157.54702464651473,-7.2870246465147375,-4.6253013427987595,Under Performed
2025,9,20-WORK COMP,New E/M Code,New Level 4,660.9800000000001,1214.6733154962449,-553.6933154962447,-45.583722671147825,Under Performed
2025,9,3-MEDICARE,Existing E/M Code,Existing Level 4,383.86,370.88342927176654,12.976570728233469,3.4988273144780555,Over Performed
2025,9,4-MEDICAID,Existing E/M Code,Existing Level 4,1160.2199999999998,1406.4368773620022,-246.21687736200238,-17.50642928417958,Under Performed
2025,9,4-MEDICAID,New E/M Code,New Level 4,1432.7799999999997,1673.0835759359843,-240.30357593598455,-14.362915241789395,Under Performed
2025,9,5-COMMERCIAL,Existing E/M Code,Existing Level 3,58.0,-203.97987132606897,261.979871326069,-128.43417814853163,Under Performed
2025,9,5-COMMERCIAL,Existing E/M Code,Existing Level 4,25.0,-116.38230185364216,141.38230185364216,-121.48092931813552,Under Performed
2025,9,5-COMMERCIAL,New E/M Code,New Level 4,763.9200000000001,868.7569747454504,-104.83697474545033,-12.067468554847347,Under Performed
2025,9,9-EPS,New E/M Code,New Level 4,259.0,771.6298246825097,-512.6298246825097,-66.43468257508493,Under Performed
2025,9,9-EPS,Non E/M Code,Non E/M Code,1322.71,1241.945286397999,80.76471360200094,6.503081455081004,Over Performed
2025,10,1-SELF PAY,Existing E/M Code,Existing Level 3,518.0,814.7752069252062,-296.77520692520625,-36.424182326948156,Under Performed
2025,10,1-SELF PAY,Existing E/M Code,Existing Level 4,946.0,1107.0128261522375,-161.0128261522375,-14.544802223465373,Under Performed
2025,10,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,135.0,411.60800155421407,-276.60800155421407,-67.2018037816938,Under Performed
2025,10,1-SELF PAY,New E/M Code,New Level 4,2573.0,1839.0975586142936,733.9024413857064,39.90557422841018,Over Performed
2025,10,1-SELF PAY,New E/M Code,New PCP E/M Code,775.0,811.8125079196438,-36.81250791964385,-4.53460713656406,Under Performed
2025,10,1-SELF PAY,Non E/M Code,Non E/M Code,765.0,825.7030917365253,-60.703091736525266,-7.3516851691643055,Under Performed
2025,10,12-HUMANA,Existing E/M Code,Existing Level 4,138.98000000000002,-282.4204469108381,421.4004469108381,-149.21031799226523,Under Performed
2025,10,12-HUMANA,New E/M Code,New Level 4,262.11,208.4902646821605,53.61973531783951,25.718100266974957,Over Performed
2025,10,13-TRICARE,Existing E/M Code,Existing Level 4,89.2,-243.02500749225368,332.22500749225367,-136.70404166239692,Under Performed
2025,10,13-TRICARE,New E/M Code,New Level 4,116.28,-126.59009935496636,242.87009935496636,-191.85552471520208,Under Performed
2025,10,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,994.46,1055.4350458285446,-60.97504582854458,-5.777242860139967,Under Performed
2025,10,15-UNITED HEALTHCARE,Existing E/M Code,Existing PCP E/M Code,131.03,128.63874922161028,2.3912507783897183,1.858888393162336,Average Performance
2025,10,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1829.93,2153.593741422819,-323.66374142281916,-15.029006409026039,Under Performed
2025,10,17-AETNA,Existing E/M Code,Existing Level 3,136.38,139.19056879576158,-2.810568795761583,-2.019223586826212,Average Performance
2025,10,17-AETNA,Existing E/M Code,Existing Level 4,998.6200000000001,892.0952729623839,106.52472703761623,11.940958579892392,Over Performed
2025,10,17-AETNA,New E/M Code,New Level 4,2169.67,2314.8997142029434,-145.22971420294334,-6.2736935562216445,Under Performed
2025,10,18-CIGNA,Existing E/M Code,Existing Level 3,150.0,140.65080330731837,9.34919669268163,6.647097970890274,Over Performed
2025,10,18-CIGNA,Existing E/M Code,Existing Level 4,811.4200000000002,1226.025426955434,-414.6054269554339,-33.817033304522546,Under Performed
2025,10,18-CIGNA,New E/M Code,New Level 4,1371.04,1521.874914826934,-150.83491482693398,-9.911124321546936,Under Performed
2025,10,2-BCBS,Existing E/M Code,Existing Level 3,97.61,109.08546526482962,-11.475465264829623,-10.519701444156961,Under Performed
2025,10,2-BCBS,Existing E/M Code,Existing Level 4,6044.629999999999,5439.6207415089875,605.0092584910117,11.122269129431587,Over Performed
2025,10,2-BCBS,Existing E/M Code,Existing PCP E/M Code,179.91,414.39830137492663,-234.48830137492664,-56.585246753406324,Under Performed
2025,10,2-BCBS,New E/M Code,New Level 3,119.44,66.22393891458455,53.21606108541545,80.35774065637106,Over Performed
2025,10,2-BCBS,New E/M Code,New Level 4,6050.53,5328.49907254432,722.0309274556794,13.550362261973985,Over Performed
2025,10,20-WORK COMP,Existing E/M Code,Existing Level 4,150.26,140.8830458312766,9.376954168723387,6.655842875482229,Over Performed
2025,10,20-WORK COMP,New E/M Code,New Level 4,259.06,317.3323499477442,-58.2723499477442,-18.363192393507955,Under Performed
2025,10,20-WORK COMP,Non E/M Code,Non E/M Code,0.0,-64.60535529179981,64.60535529179981,-100.0,Under Performed
2025,10,3-MEDICARE,Existing E/M Code,Existing Level 4,186.81999999999996,114.2462372396061,72.57376276039386,63.52398513413314,Over Performed
2025,10,3-MEDICARE,New E/M Code,New Level 4,442.98,423.08010477823314,19.899895221766883,4.703576225168484,Over Performed
2025,10,4-MEDICAID,Existing E/M Code,Existing Level 4,1240.02,1523.052769630276,-283.0327696302761,-18.583254321449598,Under Performed
2025,10,4-MEDICAID,New E/M Code,New Level 4,1441.55,1586.59089232085,-145.04089232084993,-9.141669287454784,Under Performed
2025,10,4-MEDICAID,Non E/M Code,Non E/M Code,0.0,-36.99858736897761,36.99858736897761,-100.0,Under Performed
2025,10,5-COMMERCIAL,Existing E/M Code,Existing Level 4,651.71,1028.347304600129,-376.637304600129,-36.62549635860462,Under Performed
2025,10,5-COMMERCIAL,New E/M Code,New Level 4,993.0799999999999,1157.262148379589,-164.18214837958908,-14.187118157236778,Under Performed
2025,10,9-EPS,New E/M Code,New Level 4,520.0,1251.0236046539355,-731.0236046539355,-58.43403768997268,Under Performed
2025,10,9-EPS,New E/M Code,New PCP E/M Code,0.0,-47.60901774500894,47.60901774500894,-100.0,Under Performed
2025,10,9-EPS,Non E/M Code,Non E/M Code,1079.33,1106.393330619266,-27.063330619266026,-2.4460858421948593,Average Performance
2025,11,1-SELF PAY,Existing E/M Code,Existing Level 3,149.0,573.3772391511768,-424.3772391511768,-74.01361794190183,Under Performed
2025,11,1-SELF PAY,Existing E/M Code,Existing Level 4,299.0,1831.6559610640948,-1532.6559610640948,-83.67597374420156,Under Performed
2025,11,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,255.0,543.7559539595079,-288.7559539595079,-53.10396177859798,Under Performed
2025,11,1-SELF PAY,New E/M Code,New Level 4,3895.0,2576.4588864034017,1318.5411135965983,51.1764857011637,Over Performed
2025,11,1-SELF PAY,New E/M Code,New PCP E/M Code,380.0,611.0468188607977,-231.04681886079766,-37.81163926056414,Under Performed
2025,11,1-SELF PAY,Non E/M Code,Non E/M Code,1210.0,1044.525141429527,165.4748585704731,15.842113512366568,Over Performed
2025,11,12-HUMANA,Existing E/M Code,Existing Level 3,77.71000000000001,-173.03851709461821,250.74851709461822,-144.90907649047168,Under Performed
2025,11,12-HUMANA,Existing E/M Code,Existing Level 4,212.35000000000002,64.07552798361189,148.27447201638813,231.40577484482242,Over Performed
2025,11,12-HUMANA,New E/M Code,New Level 4,153.35,123.21999291109933,30.13000708890067,24.452206478082534,Over Performed
2025,11,12-HUMANA,Non E/M Code,Non E/M Code,50.0,-36.41793296669323,86.41793296669323,-237.2949970711642,Under Performed
2025,11,13-TRICARE,Existing E/M Code,Existing Level 4,89.2,-149.64276534761086,238.84276534761085,-159.60862845109412,Under Performed
2025,11,13-TRICARE,New E/M Code,New Level 4,338.74,319.63419307488357,19.10580692511644,5.977397706208594,Over Performed
2025,11,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,1745.57,2229.895825229537,-484.32582522953703,-21.719661508388285,Under Performed
2025,11,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1490.7000000000003,1415.111338264429,75.58866173557135,5.341534598138227,Over Performed
2025,11,15-UNITED HEALTHCARE,New E/M Code,New PCP E/M Code,127.92,27.07112897891716,100.84887102108284,372.5329338854813,Over Performed
2025,11,17-AETNA,Existing E/M Code,Existing Level 3,110.0,-23.016258060087353,133.01625806008735,-577.9230390658147,Under Performed
2025,11,17-AETNA,Existing E/M Code,Existing Level 4,1432.84,1459.2320942450397,-26.392094245039743,-1.8086289596511496,Average Performance
2025,11,17-AETNA,New E/M Code,New Level 4,2782.05,2277.8471232146944,504.20287678530576,22.135062166671272,Over Performed
2025,11,18-CIGNA,Existing E/M Code,Existing Level 4,824.78,795.8690220849978,28.91097791500215,3.6326301329409567,Over Performed
2025,11,18-CIGNA,New E/M Code,New Level 4,1069.46,1203.1781838403683,-133.71818384036828,-11.113747376432595,Under Performed
2025,11,2-BCBS,Existing E/M Code,Existing Level 4,3078.249999999999,3397.249362121488,-318.99936212148896,-9.389930738622104,Under Performed
2025,11,2-BCBS,New E/M Code,New Level 3,119.44,66.22393891458455,53.21606108541545,80.35774065637106,Over Performed
2025,11,2-BCBS,New E/M Code,New Level 4,5198.7,4828.439077962412,370.260922037588,7.668335792565019,Over Performed
2025,11,20-WORK COMP,Existing E/M Code,Existing Level 4,601.04,532.2078291932762,68.83217080672375,12.933325485094793,Over Performed
2025,11,20-WORK COMP,New E/M Code,New Level 4,646.81,1250.5163132606085,-603.7063132606086,-48.276564396549034,Under Performed
2025,11,3-MEDICARE,Existing E/M Code,Existing Level 4,272.08,68.11481613924832,203.96518386075167,299.4431981491105,Over Performed
2025,11,3-MEDICARE,New E/M Code,New Level 4,215.10999999999999,209.30558673401913,5.804413265980855,2.7731764624883017,Over Performed
2025,11,4-MEDICAID,Existing E/M Code,Existing Level 4,1465.7399999999998,1944.7340352610881,-478.99403526108836,-24.63031070450626,Under Performed
2025,11,4-MEDICAID,New E/M Code,New Level 4,2439.49,3114.379291361923,-674.8892913619234,-21.67010592556288,Under Performed
2025,11,4-MEDICAID,Non E/M Code,Non E/M Code,133.26999999999998,147.19256335188572,-13.922563351885742,-9.458741008947431,Under Performed
2025,11,5-COMMERCIAL,Existing E/M Code,Existing Level 4,243.7,204.4481944473888,39.25180555261119,19.198900561927907,Over Performed
2025,11,5-COMMERCIAL,New E/M Code,New Level 4,365.01000000000005,303.49645077037894,61.513549229621105,20.268292783483446,Over Performed
2025,11,9-EPS,Non E/M Code,Non E/M Code,1005.0,1110.484896474638,-105.48489647463794,-9.498994251026005,Under Performed
2025,12,1-SELF PAY,Existing E/M Code,Existing Level 4,921.0,997.8372389330427,-76.83723893304273,-7.700377970980766,Under Performed
2025,12,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,110.0,503.0876860991589,-393.0876860991589,-78.13502436266768,Under Performed
2025,12,1-SELF PAY,New E/M Code,New Level 3,149.0,582.3717025437129,-433.3717025437129,-74.41496567412355,Under Performed
2025,12,1-SELF PAY,New E/M Code,New Level 4,3286.0,2136.7520835353885,1149.2479164646115,53.784803830077934,Over Performed
2025,12,1-SELF PAY,New E/M Code,New PCP E/M Code,400.0,653.6346672846557,-253.63466728465573,-38.803735477848925,Under Performed
2025,12,1-SELF PAY,Non E/M Code,Non E/M Code,625.0,711.2259875694917,-86.22598756949174,-12.123570999445075,Under Performed
2025,12,12-HUMANA,Existing E/M Code,Existing Level 4,169.28000000000003,-95.06029679869152,264.34029679869155,-278.0764480027692,Under Performed
2025,12,12-HUMANA,New E/M Code,New Level 4,109.36,-174.9173361879623,284.2773361879623,-162.5209612628014,Under Performed
2025,12,13-TRICARE,Existing E/M Code,Existing Level 4,192.63,-42.091588917031345,234.72158891703134,-557.6448762238504,Under Performed
2025,12,13-TRICARE,New E/M Code,New Level 4,670.33,1267.5934963836896,-597.2634963836896,-47.117904761078314,Under Performed
2025,12,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,1020.04,1111.3381984505108,-91.29819845051088,-8.215158857834986,Under Performed
2025,12,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 5,292.86,477.19571156667485,-184.33571156667483,-38.62895392783073,Under Performed
2025,12,15-UNITED HEALTHCARE,New E/M Code,New Level 4,2453.4700000000003,2667.2910716171914,-213.82107161719114,-8.01641312762879,Under Performed
2025,12,15-UNITED HEALTHCARE,Non E/M Code,Non E/M Code,185.47,201.38567338359837,-15.915673383598374,-7.903081245150087,Under Performed
2025,12,17-AETNA,Existing E/M Code,Existing Level 4,1464.48,1319.5592928031788,144.92070719682124,10.982508174298246,Over Performed
2025,12,17-AETNA,New E/M Code,New Level 4,2523.2299999999996,1817.609862172299,705.6201378277005,38.82131982846887,Over Performed
2025,12,18-CIGNA,Existing E/M Code,Existing Level 4,263.43,-22.232649946224797,285.6626499462248,-1284.878998397272,Under Performed
2025,12,18-CIGNA,New E/M Code,New Level 4,1298.5,1377.6092411056288,-79.10924110562883,-5.742502209272208,Under Performed
2025,12,2-BCBS,Existing E/M Code,Existing Level 4,2621.8600000000006,2377.1525466580138,244.70745334198682,10.294141774200213,Over Performed
2025,12,2-BCBS,New E/M Code,New Level 3,70.0,-28.882478703708216,98.88247870370822,-342.3614701428403,Under Performed
2025,12,2-BCBS,New E/M Code,New Level 4,5351.650000000001,4418.292136502062,933.3578634979385,21.124856271655972,Over Performed
2025,12,2-BCBS,Non E/M Code,Non E/M Code,0.0,0.3645702632818484,-0.3645702632818484,-100.0,Under Performed
2025,12,20-WORK COMP,Existing E/M Code,Existing Level 4,293.82,262.72504853179896,31.09495146820103,11.835548853057858,Over Performed
2025,12,20-WORK COMP,New E/M Code,New Level 4,517.66,545.9394378861671,-28.279437886167102,-5.179958787308492,Under Performed
2025,12,3-MEDICARE,New E/M Code,New Level 4,448.28999999999996,458.39438865597504,-10.104388655975072,-2.2043002501844358,Average Performance
2025,12,4-MEDICAID,Existing E/M Code,Existing Level 3,4.0,-84.09151775927194,88.09151775927194,-104.75672232656183,Under Performed
2025,12,4-MEDICAID,Existing E/M Code,Existing Level 4,1669.8899999999999,1899.6822918495823,-229.7922918495824,-12.096353839559686,Under Performed
2025,12,4-MEDICAID,New E/M Code,New Level 4,2377.1599999999994,2715.3276725221326,-338.1676725221332,-12.45402814342573,Under Performed
2025,12,5-COMMERCIAL,Existing E/M Code,Existing Level 4,732.77,692.564377682492,40.20562231750796,5.805326351327347,Over Performed
2025,12,5-COMMERCIAL,New E/M Code,New Level 4,1494.77,1515.1352176594569,-20.365217659456903,-1.3441188233296157,Average Performance
2025,12,9-EPS,New E/M Code,New PCP E/M Code,238.0,733.7816038083463,-495.7816038083463,-67.56528117293026,Under Performed
2025,12,9-EPS,Non E/M Code,Non E/M Code,1337.19,1274.5644525981672,62.62554740183282,4.913486114740783,Over Performed
2025,13,1-SELF PAY,Existing E/M Code,Existing Level 4,781.0,996.7952830720521,-215.79528307205214,-21.648906925701578,Under Performed
2025,13,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,75.0,25.450162441418797,49.5498375585812,194.69360037538092,Over Performed
2025,13,1-SELF PAY,New E/M Code,New Level 4,1945.0,1547.2694596508154,397.7305403491846,25.705318350880113,Over Performed
2025,13,1-SELF PAY,New E/M Code,New PCP E/M Code,750.0,808.7676327153474,-58.76763271534742,-7.266318573858059,Under Performed
2025,13,1-SELF PAY,Non E/M Code,Non E/M Code,915.0,871.8005680302588,43.19943196974123,4.955196584391517,Over Performed
2025,13,12-HUMANA,Existing E/M Code,Existing Level 4,284.66,195.42076608812033,89.2392339118797,45.66517453505396,Over Performed
2025,13,12-HUMANA,New E/M Code,New Level 4,365.72,170.75122573996623,194.9687742600338,114.18294270809395,Over Performed
2025,13,13-TRICARE,Existing E/M Code,Existing Level 4,169.01999999999998,-89.03862607466294,258.0586260746629,-289.8277269667987,Under Performed
2025,13,13-TRICARE,New E/M Code,New Level 4,81.36,-512.8032178395595,594.1632178395595,-115.86573507529259,Under Performed
2025,13,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,648.3199999999999,625.6335601637998,22.68643983620018,3.6261545544744354,Over Performed
2025,13,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1338.3200000000002,1477.938423583998,-139.6184235839978,-9.446836306307226,Under Performed
2025,13,17-AETNA,Existing E/M Code,Existing Level 4,1283.8200000000002,1121.3598340509839,162.4601659490163,14.487781799899022,Over Performed
2025,13,17-AETNA,New E/M Code,New Level 4,2537.61,1997.0644136346068,540.5455863653933,27.06700808821755,Over Performed
2025,13,18-CIGNA,Existing E/M Code,Existing Level 4,216.36,52.4595271510791,163.9004728489209,312.4322344288409,Over Performed
2025,13,18-CIGNA,New E/M Code,New Level 4,1365.2499999999998,1331.7365059691224,33.51349403087738,2.516525895375164,Over Performed
2025,13,2-BCBS,Existing E/M Code,Existing Level 4,4324.92,3882.750743634725,442.16925636527503,11.388041251171098,Over Performed
2025,13,2-BCBS,New E/M Code,New Level 4,5452.98,5014.650649809416,438.3293501905837,8.74097481162008,Over Performed
2025,13,20-WORK COMP,Existing E/M Code,Existing Level 4,430.73,301.0097565108781,129.7202434891219,43.09502954082287,Over Performed
2025,13,20-WORK COMP,New E/M Code,New Level 4,471.88,663.0080973880702,-191.12809738807016,-28.827415251943684,Under Performed
2025,13,3-MEDICARE,Existing E/M Code,Existing Level 4,0.0,-61.06854516645603,61.06854516645603,-100.0,Under Performed
2025,13,3-MEDICARE,New E/M Code,New Level 4,130.03,13.009815881580835,117.02018411841917,899.4760969991524,Over Performed
2025,13,4-MEDICAID,Existing E/M Code,Existing Level 4,1940.6399999999999,2499.0200444585216,-558.3800444585218,-22.343960213392744,Under Performed
2025,13,4-MEDICAID,New E/M Code,New Level 4,2886.8599999999997,3136.237442646491,-249.37744264649155,-7.951484771384408,Under Performed
2025,13,5-COMMERCIAL,New E/M Code,New Level 4,579.65,492.951615930506,86.69838406949395,17.587605206616523,Over Performed
2025,13,9-EPS,New E/M Code,New Level 4,100.0,485.0647237781286,-385.0647237781286,-79.38419450066202,Under Performed
2025,13,9-EPS,Non E/M Code,Non E/M Code,1323.0,1224.7244001948154,98.27559980518458,8.02430324647341,Over Performed
2025,14,1-SELF PAY,Existing E/M Code,Existing Level 3,100.0,494.0591871706645,-394.0591871706645,-79.75951007556982,Under Performed
2025,14,1-SELF PAY,Existing E/M Code,Existing Level 4,966.0,1130.4037434822685,-164.4037434822685,-14.543807416615065,Under Performed
2025,14,1-SELF PAY,New E/M Code,New Level 3,50.0,394.9499121729773,-344.9499121729773,-87.34016682649587,Under Performed
2025,14,1-SELF PAY,New E/M Code,New Level 4,4301.0,2712.9489203989306,1588.0510796010694,58.53597418146567,Over Performed
2025,14,1-SELF PAY,New E/M Code,New PCP E/M Code,335.0,590.076346111467,-255.07634611146705,-43.227685331294815,Under Performed
2025,14,1-SELF PAY,Non E/M Code,Non E/M Code,1555.0,1205.8116479183363,349.18835208166365,28.958780808303526,Over Performed
2025,14,12-HUMANA,Existing E/M Code,Existing Level 4,273.79999999999995,165.23906115403338,108.56093884596658,65.69931957236655,Over Performed
2025,14,13-TRICARE,Existing E/M Code,Existing Level 4,251.81,232.33927895232944,19.470721047670565,8.380296752003565,Over Performed
2025,14,13-TRICARE,New E/M Code,New Level 4,512.68,804.822278333291,-292.1422783332911,-36.29898006032952,Under Performed
2025,14,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,1174.7,1246.8489178103823,-72.14891781038227,-5.786500415550306,Under Performed
2025,14,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1253.15,1603.7823185711927,-350.6323185711926,-21.86283727604445,Under Performed
2025,14,17-AETNA,Existing E/M Code,Existing Level 3,299.21,327.7736316070409,-28.563631607040918,-8.71443851874122,Under Performed
2025,14,17-AETNA,Existing E/M Code,Existing Level 4,715.49,631.5015812086467,83.9884187913533,13.299795485959947,Over Performed
2025,14,17-AETNA,New E/M Code,New Level 4,2472.36,1899.4924062377245,572.8675937622756,30.15898309890797,Over Performed
2025,14,18-CIGNA,Existing E/M Code,Existing Level 3,57.85,-277.74278140361565,335.5927814036157,-120.82862413476461,Under Performed
2025,14,18-CIGNA,Existing E/M Code,Existing Level 4,326.09,112.62800010889873,213.46199989110124,189.5283585651057,Over Performed
